Time,Left Leg (kg),Right Leg (kg),Total (kg),Status,Affected Muscle
25/03/2026 22:23:00,57.85,77.58,135.43,Imbalance,Left Adductor Magnus
25/03/2026 22:23:30,76.14,95.0,171.14,Imbalance,Left Semitendinosus
25/03/2026 22:24:00,56.87,57.36,114.23,Balanced,Balanced
25/03/2026 22:24:30,38.98,30.0,68.98,Imbalance,Right Tensor Fasciae Latae
25/03/2026 22:25:00,81.38,58.15,139.53,Imbalance,Right Semitendinosus
25/03/2026 22:25:30,30.74,30.7,61.44,Balanced,Balanced
25/03/2026 22:26:00,86.65,77.6,164.25,Imbalance,Right Gastrocnemius
25/03/2026 22:26:30,72.96,59.67,132.63,Imbalance,Right Rectus Femoris
25/03/2026 22:27:00,54.3,64.24,118.54,Imbalance,Left Rectus Femoris
25/03/2026 22:27:30,76.95,63.42,140.37,Imbalance,Right Sartorius
25/03/2026 22:28:00,70.68,68.74,139.42,Balanced,Balanced
25/03/2026 22:28:30,63.88,44.74,108.62,Imbalance,Right Semitendinosus
25/03/2026 22:29:00,68.16,68.32,136.48,Balanced,Balanced
25/03/2026 22:29:30,68.78,68.96,137.74,Balanced,Balanced
25/03/2026 22:30:00,75.72,53.58,129.3,Imbalance,Right Biceps Femoris
25/03/2026 22:30:30,79.63,70.17,149.8,Imbalance,Right Gastrocnemius
25/03/2026 22:31:00,76.11,61.47,137.58,Imbalance,Right Vastus Medialis
25/03/2026 22:31:30,32.98,30.0,62.98,Imbalance,Right Iliopsoas
25/03/2026 22:32:00,81.31,69.32,150.63,Imbalance,Right Rectus Femoris
25/03/2026 22:32:30,45.1,61.49,106.59,Imbalance,Left Semimembranosus
25/03/2026 22:33:00,86.33,75.69,162.02,Imbalance,Right Peroneus Longus
25/03/2026 22:33:30,39.28,39.81,79.09,Balanced,Balanced
25/03/2026 22:34:00,55.07,55.63,110.7,Balanced,Balanced
25/03/2026 22:34:30,83.33,84.87,168.2,Balanced,Balanced
25/03/2026 22:35:00,34.76,49.07,83.83,Imbalance,Left Semitendinosus
25/03/2026 22:35:30,79.02,77.37,156.39,Balanced,Balanced
25/03/2026 22:36:00,80.27,88.59,168.86,Imbalance,Left Gastrocnemius
25/03/2026 22:36:30,86.96,86.77,173.73,Balanced,Balanced
25/03/2026 22:37:00,86.86,85.33,172.19,Balanced,Balanced
25/03/2026 22:37:30,35.68,36.51,72.19,Balanced,Balanced
25/03/2026 22:38:00,31.85,36.16,68.01,Imbalance,Left Soleus
25/03/2026 22:38:30,85.98,79.23,165.21,Imbalance,Right Tibialis Anterior
25/03/2026 22:39:00,43.0,66.63,109.63,Imbalance,Left Iliopsoas
25/03/2026 22:39:30,66.19,65.83,132.02,Balanced,Balanced
25/03/2026 22:40:00,87.08,86.06,173.14,Balanced,Balanced
25/03/2026 22:40:30,83.46,95.0,178.46,Imbalance,Left Semimembranosus
25/03/2026 22:41:00,60.92,72.64,133.56,Imbalance,Left Vastus Lateralis
25/03/2026 22:41:30,39.23,32.32,71.55,Imbalance,Right Rectus Femoris
25/03/2026 22:42:00,57.68,61.78,119.46,Imbalance,Left Peroneus Longus
25/03/2026 22:42:30,57.57,58.75,116.32,Balanced,Balanced
25/03/2026 22:43:00,40.6,63.93,104.53,Imbalance,Left Gluteus Maximus
25/03/2026 22:43:30,44.84,37.79,82.63,Imbalance,Right Rectus Femoris
25/03/2026 22:44:00,50.77,37.72,88.49,Imbalance,Right Biceps Femoris
25/03/2026 22:44:30,69.32,78.93,148.25,Imbalance,Left Tibialis Anterior
25/03/2026 22:45:00,71.46,85.01,156.47,Imbalance,Left Vastus Lateralis
25/03/2026 22:45:30,43.28,54.59,97.87,Imbalance,Left Vastus Lateralis
25/03/2026 22:46:00,67.4,56.46,123.86,Imbalance,Right Rectus Femoris
25/03/2026 22:46:30,80.3,86.42,166.72,Imbalance,Left Soleus
25/03/2026 22:47:00,65.86,69.94,135.8,Imbalance,Left Gastrocnemius
25/03/2026 22:47:30,50.09,51.41,101.5,Balanced,Balanced
25/03/2026 22:48:00,76.5,68.6,145.1,Imbalance,Right Gastrocnemius
25/03/2026 22:48:30,74.56,65.94,140.5,Imbalance,Right Tibialis Anterior
25/03/2026 22:49:00,81.74,85.6,167.34,Imbalance,Left Tibialis Anterior
25/03/2026 22:49:30,58.26,78.21,136.47,Imbalance,Left Adductor Longus
25/03/2026 22:50:00,31.65,43.1,74.75,Imbalance,Left Adductor Magnus
25/03/2026 22:50:30,69.03,77.24,146.27,Imbalance,Left Gastrocnemius
25/03/2026 22:51:00,32.76,30.0,62.76,Imbalance,Right Tensor Fasciae Latae
25/03/2026 22:51:30,61.46,68.23,129.69,Imbalance,Left Tibialis Anterior
25/03/2026 22:52:00,38.53,44.99,83.52,Imbalance,Left Sartorius
25/03/2026 22:52:30,83.31,91.73,175.04,Imbalance,Left Gastrocnemius
25/03/2026 22:53:00,70.93,95.0,165.93,Imbalance,Left Semitendinosus
25/03/2026 22:53:30,40.46,40.64,81.1,Balanced,Balanced
25/03/2026 22:54:00,84.11,85.38,169.49,Balanced,Balanced
25/03/2026 22:54:30,78.01,55.87,133.88,Imbalance,Right Adductor Longus
25/03/2026 22:55:00,64.45,76.73,141.18,Imbalance,Left Rectus Femoris
25/03/2026 22:55:30,56.39,37.22,93.61,Imbalance,Right Iliopsoas
25/03/2026 22:56:00,71.17,72.71,143.88,Balanced,Balanced
25/03/2026 22:56:30,54.94,74.51,129.45,Imbalance,Left Biceps Femoris
25/03/2026 22:57:00,68.02,69.44,137.46,Balanced,Balanced
25/03/2026 22:57:30,37.58,58.99,96.57,Imbalance,Left Gluteus Medius
25/03/2026 22:58:00,60.86,60.33,121.19,Balanced,Balanced
25/03/2026 22:58:30,51.48,36.1,87.58,Imbalance,Right Adductor Longus
25/03/2026 22:59:00,86.66,80.03,166.69,Imbalance,Right Gastrocnemius
25/03/2026 22:59:30,48.6,53.52,102.12,Imbalance,Left Soleus
25/03/2026 23:00:00,31.12,30.06,61.18,Balanced,Balanced
25/03/2026 23:00:30,43.34,30.0,73.34,Imbalance,Right Gluteus Maximus
25/03/2026 23:01:00,43.01,30.0,73.01,Imbalance,Right Tensor Fasciae Latae
25/03/2026 23:01:30,53.5,32.0,85.5,Imbalance,Right Iliopsoas
25/03/2026 23:02:00,41.48,31.31,72.79,Imbalance,Right Gracilis
25/03/2026 23:02:30,47.18,32.39,79.57,Imbalance,Right Gluteus Minimus
25/03/2026 23:03:00,86.1,95.0,181.1,Imbalance,Left Biceps Femoris
25/03/2026 23:03:30,37.13,35.62,72.75,Balanced,Balanced
25/03/2026 23:04:00,63.58,39.28,102.86,Imbalance,Right Tensor Fasciae Latae
25/03/2026 23:04:30,59.12,48.68,107.8,Imbalance,Right Vastus Lateralis
25/03/2026 23:05:00,58.55,61.97,120.52,Imbalance,Left Peroneus Longus
25/03/2026 23:05:30,73.21,73.7,146.91,Balanced,Balanced
25/03/2026 23:06:00,65.1,70.35,135.45,Imbalance,Left Gastrocnemius
25/03/2026 23:06:30,86.24,62.51,148.75,Imbalance,Right Semimembranosus
25/03/2026 23:07:00,86.86,67.19,154.05,Imbalance,Right Biceps Femoris
25/03/2026 23:07:30,80.49,95.0,175.49,Imbalance,Left Rectus Femoris
25/03/2026 23:08:00,48.81,63.27,112.08,Imbalance,Left Gracilis
25/03/2026 23:08:30,37.58,30.0,67.58,Imbalance,Right Gluteus Minimus
25/03/2026 23:09:00,52.43,52.96,105.39,Balanced,Balanced
25/03/2026 23:09:30,32.7,31.87,64.57,Balanced,Balanced
25/03/2026 23:10:00,40.67,30.0,70.67,Imbalance,Right Tensor Fasciae Latae
25/03/2026 23:10:30,61.57,37.73,99.3,Imbalance,Right Gluteus Maximus
25/03/2026 23:11:00,65.67,41.49,107.16,Imbalance,Right Tensor Fasciae Latae
25/03/2026 23:11:30,83.9,80.62,164.52,Imbalance,Right Peroneus Longus
25/03/2026 23:12:00,79.33,74.75,154.08,Imbalance,Right Gastrocnemius
25/03/2026 23:12:30,45.31,30.0,75.31,Imbalance,Right Iliopsoas
25/03/2026 23:13:00,69.14,69.14,138.28,Balanced,Balanced
25/03/2026 23:13:30,85.99,95.0,180.99,Imbalance,Left Sartorius
25/03/2026 23:14:00,42.38,59.25,101.63,Imbalance,Left Gracilis
25/03/2026 23:14:30,74.7,63.83,138.53,Imbalance,Right Vastus Lateralis
25/03/2026 23:15:00,30.98,30.0,60.98,Imbalance,Right Vastus Medialis
25/03/2026 23:15:30,55.1,74.74,129.84,Imbalance,Left Gracilis
25/03/2026 23:16:00,51.18,40.53,91.71,Imbalance,Right Vastus Medialis
25/03/2026 23:16:30,49.97,46.58,96.55,Imbalance,Right Peroneus Longus
25/03/2026 23:17:00,82.59,78.92,161.51,Imbalance,Right Peroneus Longus
25/03/2026 23:17:30,66.66,53.27,119.93,Imbalance,Right Sartorius
25/03/2026 23:18:00,79.24,95.0,174.24,Imbalance,Left Vastus Lateralis
25/03/2026 23:18:30,77.23,81.92,159.15,Imbalance,Left Tibialis Anterior
25/03/2026 23:19:00,89.11,87.74,176.85,Balanced,Balanced
25/03/2026 23:19:30,77.49,67.76,145.25,Imbalance,Right Peroneus Longus
25/03/2026 23:20:00,39.58,48.93,88.51,Imbalance,Left Sartorius
25/03/2026 23:20:30,65.69,86.29,151.98,Imbalance,Left Biceps Femoris
25/03/2026 23:21:00,82.38,95.0,177.38,Imbalance,Left Rectus Femoris
25/03/2026 23:21:30,44.48,37.57,82.05,Imbalance,Right Vastus Lateralis
25/03/2026 23:22:00,59.19,60.97,120.16,Balanced,Balanced
25/03/2026 23:22:30,87.56,89.5,177.06,Balanced,Balanced
25/03/2026 23:23:00,47.69,36.95,84.64,Imbalance,Right Adductor Longus
25/03/2026 23:23:30,64.48,80.85,145.33,Imbalance,Left Vastus Lateralis
25/03/2026 23:24:00,69.07,92.92,161.99,Imbalance,Left Adductor Longus
25/03/2026 23:24:30,82.74,84.6,167.34,Balanced,Balanced
25/03/2026 23:25:00,78.72,55.49,134.21,Imbalance,Right Adductor Magnus
25/03/2026 23:25:30,71.7,92.93,164.63,Imbalance,Left Adductor Longus
25/03/2026 23:26:00,87.31,95.0,182.31,Imbalance,Left Gastrocnemius
25/03/2026 23:26:30,63.34,40.22,103.56,Imbalance,Right Iliopsoas
25/03/2026 23:27:00,43.51,67.61,111.12,Imbalance,Left Iliopsoas
25/03/2026 23:27:30,71.78,70.41,142.19,Balanced,Balanced
25/03/2026 23:28:00,44.69,69.69,114.38,Imbalance,Left Tensor Fasciae Latae
25/03/2026 23:28:30,31.85,45.57,77.42,Imbalance,Left Semitendinosus
25/03/2026 23:29:00,45.94,59.45,105.39,Imbalance,Left Semitendinosus
25/03/2026 23:29:30,64.33,86.89,151.22,Imbalance,Left Semimembranosus
25/03/2026 23:30:00,79.8,78.54,158.34,Balanced,Balanced
25/03/2026 23:30:30,68.99,45.7,114.69,Imbalance,Right Iliopsoas
25/03/2026 23:31:00,44.62,38.14,82.76,Imbalance,Right Rectus Femoris
25/03/2026 23:31:30,85.55,95.0,180.55,Imbalance,Left Vastus Medialis
25/03/2026 23:32:00,65.65,64.37,130.02,Balanced,Balanced
25/03/2026 23:32:30,81.25,82.13,163.38,Balanced,Balanced
25/03/2026 23:33:00,40.53,59.27,99.8,Imbalance,Left Gluteus Minimus
25/03/2026 23:33:30,82.09,75.83,157.92,Imbalance,Right Gastrocnemius
25/03/2026 23:34:00,32.52,30.0,62.52,Imbalance,Right Tensor Fasciae Latae
25/03/2026 23:34:30,64.13,63.9,128.03,Balanced,Balanced
25/03/2026 23:35:00,33.73,30.0,63.73,Imbalance,Right Vastus Medialis
25/03/2026 23:35:30,31.56,51.43,82.99,Imbalance,Left Gluteus Minimus
25/03/2026 23:36:00,72.16,72.84,145.0,Balanced,Balanced
25/03/2026 23:36:30,72.21,73.45,145.66,Balanced,Balanced
25/03/2026 23:37:00,87.4,95.0,182.4,Imbalance,Left Peroneus Longus
25/03/2026 23:37:30,45.77,51.64,97.41,Imbalance,Left Soleus
25/03/2026 23:38:00,79.87,78.87,158.74,Balanced,Balanced
25/03/2026 23:38:30,30.02,30.0,60.02,Balanced,Balanced
25/03/2026 23:39:00,40.33,57.37,97.7,Imbalance,Left Adductor Longus
25/03/2026 23:39:30,87.84,95.0,182.84,Imbalance,Left Vastus Medialis
25/03/2026 23:40:00,43.01,43.85,86.86,Balanced,Balanced
25/03/2026 23:40:30,50.46,52.43,102.89,Balanced,Balanced
25/03/2026 23:41:00,56.66,56.33,112.99,Balanced,Balanced
25/03/2026 23:41:30,85.74,84.84,170.58,Balanced,Balanced
25/03/2026 23:42:00,88.75,70.55,159.3,Imbalance,Right Sartorius
25/03/2026 23:42:30,55.95,65.89,121.84,Imbalance,Left Sartorius
25/03/2026 23:43:00,40.69,53.72,94.41,Imbalance,Left Semitendinosus
25/03/2026 23:43:30,38.44,30.0,68.44,Imbalance,Right Gluteus Minimus
25/03/2026 23:44:00,32.09,32.02,64.11,Balanced,Balanced
25/03/2026 23:44:30,62.37,55.81,118.18,Imbalance,Right Tibialis Anterior
25/03/2026 23:45:00,70.96,71.76,142.72,Balanced,Balanced
25/03/2026 23:45:30,80.69,95.0,175.69,Imbalance,Left Sartorius
25/03/2026 23:46:00,44.4,57.31,101.71,Imbalance,Left Adductor Magnus
25/03/2026 23:46:30,44.89,30.0,74.89,Imbalance,Right Gluteus Medius
25/03/2026 23:47:00,65.85,72.6,138.45,Imbalance,Left Tibialis Anterior
25/03/2026 23:47:30,66.37,65.03,131.4,Balanced,Balanced
25/03/2026 23:48:00,41.9,49.04,90.94,Imbalance,Left Sartorius
25/03/2026 23:48:30,61.09,56.68,117.77,Imbalance,Right Peroneus Longus
25/03/2026 23:49:00,30.14,30.0,60.14,Imbalance,Right Gluteus Maximus
25/03/2026 23:49:30,36.88,51.5,88.38,Imbalance,Left Gracilis
25/03/2026 23:50:00,60.0,80.52,140.52,Imbalance,Left Adductor Magnus
25/03/2026 23:50:30,75.02,95.0,170.02,Imbalance,Left Adductor Magnus
25/03/2026 23:51:00,34.25,32.96,67.21,Balanced,Balanced
25/03/2026 23:51:30,78.83,95.0,173.83,Imbalance,Left Adductor Longus
25/03/2026 23:52:00,34.13,34.63,68.76,Balanced,Balanced
25/03/2026 23:52:30,61.04,36.66,97.7,Imbalance,Right Gluteus Medius
25/03/2026 23:53:00,65.7,63.9,129.6,Balanced,Balanced
25/03/2026 23:53:30,51.48,43.32,94.8,Imbalance,Right Rectus Femoris
25/03/2026 23:54:00,53.88,39.58,93.46,Imbalance,Right Semimembranosus
25/03/2026 23:54:30,62.76,50.45,113.21,Imbalance,Right Rectus Femoris
25/03/2026 23:55:00,54.64,76.98,131.62,Imbalance,Left Semimembranosus
25/03/2026 23:55:30,61.49,62.91,124.4,Balanced,Balanced
25/03/2026 23:56:00,88.07,95.0,183.07,Imbalance,Left Vastus Lateralis
25/03/2026 23:56:30,58.94,75.49,134.43,Imbalance,Left Adductor Magnus
25/03/2026 23:57:00,61.0,61.44,122.44,Balanced,Balanced
25/03/2026 23:57:30,87.42,82.85,170.27,Imbalance,Right Gastrocnemius
25/03/2026 23:58:00,80.58,95.0,175.58,Imbalance,Left Semimembranosus
25/03/2026 23:58:30,53.76,73.9,127.66,Imbalance,Left Adductor Longus
25/03/2026 23:59:00,76.36,81.85,158.21,Imbalance,Left Peroneus Longus
25/03/2026 23:59:30,61.76,44.69,106.45,Imbalance,Right Biceps Femoris
26/03/2026 00:00:00,86.37,62.05,148.42,Imbalance,Right Biceps Femoris
26/03/2026 00:00:30,46.91,63.97,110.88,Imbalance,Left Semimembranosus
26/03/2026 00:01:00,49.07,30.0,79.07,Imbalance,Right Gluteus Maximus
26/03/2026 00:01:30,64.15,72.7,136.85,Imbalance,Left Soleus
26/03/2026 00:02:00,62.85,63.24,126.09,Balanced,Balanced
26/03/2026 00:02:30,76.68,59.2,135.88,Imbalance,Right Biceps Femoris
26/03/2026 00:03:00,70.79,66.0,136.79,Imbalance,Right Tibialis Anterior
26/03/2026 00:03:30,36.98,38.92,75.9,Balanced,Balanced
26/03/2026 00:04:00,59.11,83.35,142.46,Imbalance,Left Adductor Magnus
26/03/2026 00:04:30,61.86,57.26,119.12,Imbalance,Right Gastrocnemius
26/03/2026 00:05:00,42.46,31.73,74.19,Imbalance,Right Semitendinosus
26/03/2026 00:05:30,68.7,53.32,122.02,Imbalance,Right Semimembranosus
26/03/2026 00:06:00,59.82,59.34,119.16,Balanced,Balanced
26/03/2026 00:06:30,75.07,56.21,131.28,Imbalance,Right Adductor Magnus
26/03/2026 00:07:00,63.88,64.45,128.33,Balanced,Balanced
26/03/2026 00:07:30,83.29,84.75,168.04,Balanced,Balanced
26/03/2026 00:08:00,33.29,30.0,63.29,Imbalance,Right Iliopsoas
26/03/2026 00:08:30,44.68,44.15,88.83,Balanced,Balanced
26/03/2026 00:09:00,63.6,40.67,104.27,Imbalance,Right Iliopsoas
26/03/2026 00:09:30,63.06,76.31,139.37,Imbalance,Left Rectus Femoris
26/03/2026 00:10:00,65.28,72.27,137.55,Imbalance,Left Tibialis Anterior
26/03/2026 00:10:30,47.36,48.59,95.95,Balanced,Balanced
26/03/2026 00:11:00,39.18,40.24,79.42,Balanced,Balanced
26/03/2026 00:11:30,68.08,67.99,136.07,Balanced,Balanced
26/03/2026 00:12:00,83.62,59.52,143.14,Imbalance,Right Gracilis
26/03/2026 00:12:30,50.48,57.62,108.1,Imbalance,Left Soleus
26/03/2026 00:13:00,54.45,30.12,84.57,Imbalance,Right Gluteus Medius
26/03/2026 00:13:30,67.57,65.92,133.49,Balanced,Balanced
26/03/2026 00:14:00,77.66,80.67,158.33,Imbalance,Left Gastrocnemius
26/03/2026 00:14:30,89.27,71.37,160.64,Imbalance,Right Vastus Lateralis
26/03/2026 00:15:00,69.37,78.13,147.5,Imbalance,Left Soleus
26/03/2026 00:15:30,61.03,49.08,110.11,Imbalance,Right Vastus Lateralis
26/03/2026 00:16:00,40.94,44.37,85.31,Imbalance,Left Peroneus Longus
26/03/2026 00:16:30,44.55,31.49,76.04,Imbalance,Right Semimembranosus
26/03/2026 00:17:00,37.93,30.0,67.93,Imbalance,Right Iliopsoas
26/03/2026 00:17:30,33.85,30.0,63.85,Imbalance,Right Tensor Fasciae Latae
26/03/2026 00:18:00,48.01,30.0,78.01,Imbalance,Right Iliopsoas
26/03/2026 00:18:30,67.82,43.25,111.07,Imbalance,Right Iliopsoas
26/03/2026 00:19:00,31.8,30.0,61.8,Imbalance,Right Vastus Lateralis
26/03/2026 00:19:30,86.94,93.75,180.69,Imbalance,Left Tibialis Anterior
26/03/2026 00:20:00,83.5,85.08,168.58,Balanced,Balanced
26/03/2026 00:20:30,56.07,66.37,122.44,Imbalance,Left Vastus Lateralis
26/03/2026 00:21:00,30.41,30.0,60.41,Balanced,Balanced
26/03/2026 00:21:30,45.55,30.0,75.55,Imbalance,Right Tensor Fasciae Latae
26/03/2026 00:22:00,59.74,61.37,121.11,Balanced,Balanced
26/03/2026 00:22:30,36.54,44.97,81.51,Imbalance,Left Vastus Lateralis
26/03/2026 00:23:00,80.76,80.27,161.03,Balanced,Balanced
26/03/2026 00:23:30,62.8,54.76,117.56,Imbalance,Right Tibialis Anterior
26/03/2026 00:24:00,56.3,36.85,93.15,Imbalance,Right Gluteus Minimus
26/03/2026 00:24:30,89.44,71.17,160.61,Imbalance,Right Rectus Femoris
26/03/2026 00:25:00,60.24,61.0,121.24,Balanced,Balanced
26/03/2026 00:25:30,60.43,60.62,121.05,Balanced,Balanced
26/03/2026 00:26:00,32.59,53.22,85.81,Imbalance,Left Iliopsoas
26/03/2026 00:26:30,57.82,56.14,113.96,Balanced,Balanced
26/03/2026 00:27:00,36.46,30.0,66.46,Imbalance,Right Gluteus Minimus
26/03/2026 00:27:30,52.66,31.57,84.23,Imbalance,Right Tensor Fasciae Latae
26/03/2026 00:28:00,58.44,69.1,127.54,Imbalance,Left Vastus Lateralis
26/03/2026 00:28:30,44.93,45.47,90.4,Balanced,Balanced
26/03/2026 00:29:00,60.1,75.54,135.64,Imbalance,Left Vastus Lateralis
26/03/2026 00:29:30,80.97,95.0,175.97,Imbalance,Left Rectus Femoris
26/03/2026 00:30:00,42.31,41.23,83.54,Balanced,Balanced
26/03/2026 00:30:30,48.55,38.82,87.37,Imbalance,Right Vastus Medialis
26/03/2026 00:31:00,33.0,30.0,63.0,Imbalance,Right Gluteus Minimus
26/03/2026 00:31:30,69.55,67.87,137.42,Balanced,Balanced
26/03/2026 00:32:00,81.54,60.02,141.56,Imbalance,Right Semimembranosus
26/03/2026 00:32:30,89.23,95.0,184.23,Imbalance,Left Vastus Lateralis
26/03/2026 00:33:00,80.72,81.8,162.52,Balanced,Balanced
26/03/2026 00:33:30,86.74,78.44,165.18,Imbalance,Right Tibialis Anterior
26/03/2026 00:34:00,57.26,75.69,132.95,Imbalance,Left Semitendinosus
26/03/2026 00:34:30,38.45,39.68,78.13,Balanced,Balanced
26/03/2026 00:35:00,53.93,48.77,102.7,Imbalance,Right Peroneus Longus
26/03/2026 00:35:30,58.86,56.87,115.73,Balanced,Balanced
26/03/2026 00:36:00,54.81,61.35,116.16,Imbalance,Left Tibialis Anterior
26/03/2026 00:36:30,80.08,63.41,143.49,Imbalance,Right Vastus Medialis
26/03/2026 00:37:00,56.02,43.73,99.75,Imbalance,Right Adductor Longus
26/03/2026 00:37:30,69.15,68.9,138.05,Balanced,Balanced
26/03/2026 00:38:00,62.57,55.63,118.2,Imbalance,Right Soleus
26/03/2026 00:38:30,50.86,58.62,109.48,Imbalance,Left Vastus Medialis
26/03/2026 00:39:00,69.85,68.66,138.51,Balanced,Balanced
26/03/2026 00:39:30,69.63,51.2,120.83,Imbalance,Right Semitendinosus
26/03/2026 00:40:00,31.82,49.23,81.05,Imbalance,Left Iliopsoas
26/03/2026 00:40:30,46.14,68.4,114.54,Imbalance,Left Gluteus Maximus
26/03/2026 00:41:00,77.7,77.89,155.59,Balanced,Balanced
26/03/2026 00:41:30,55.7,55.36,111.06,Balanced,Balanced
26/03/2026 00:42:00,40.89,62.1,102.99,Imbalance,Left Gluteus Minimus
26/03/2026 00:42:30,77.05,70.52,147.57,Imbalance,Right Tibialis Anterior
26/03/2026 00:43:00,76.34,75.25,151.59,Balanced,Balanced
26/03/2026 00:43:30,47.07,45.46,92.53,Balanced,Balanced
26/03/2026 00:44:00,74.46,51.8,126.26,Imbalance,Right Adductor Magnus
26/03/2026 00:44:30,70.71,74.1,144.81,Imbalance,Left Soleus
26/03/2026 00:45:00,45.58,67.9,113.48,Imbalance,Left Iliopsoas
26/03/2026 00:45:30,52.83,40.4,93.23,Imbalance,Right Gracilis
26/03/2026 00:46:00,52.0,43.95,95.95,Imbalance,Right Rectus Femoris
26/03/2026 00:46:30,65.96,86.59,152.55,Imbalance,Left Semimembranosus
26/03/2026 00:47:00,32.03,33.34,65.37,Balanced,Balanced
26/03/2026 00:47:30,56.01,55.0,111.01,Balanced,Balanced
26/03/2026 00:48:00,74.34,85.13,159.47,Imbalance,Left Tibialis Anterior
26/03/2026 00:48:30,80.63,70.9,151.53,Imbalance,Right Soleus
26/03/2026 00:49:00,36.85,30.0,66.85,Imbalance,Right Gluteus Medius
26/03/2026 00:49:30,31.6,30.0,61.6,Imbalance,Right Gluteus Medius
26/03/2026 00:50:00,63.19,76.16,139.35,Imbalance,Left Rectus Femoris
26/03/2026 00:50:30,75.44,75.64,151.08,Balanced,Balanced
26/03/2026 00:51:00,78.9,93.71,172.61,Imbalance,Left Sartorius
26/03/2026 00:51:30,86.0,84.22,170.22,Balanced,Balanced
26/03/2026 00:52:00,31.34,46.97,78.31,Imbalance,Left Iliopsoas
26/03/2026 00:52:30,36.57,30.0,66.57,Imbalance,Right Adductor Magnus
26/03/2026 00:53:00,80.78,79.95,160.73,Balanced,Balanced
26/03/2026 00:53:30,67.55,47.86,115.41,Imbalance,Right Semitendinosus
26/03/2026 00:54:00,62.72,62.28,125.0,Balanced,Balanced
26/03/2026 00:54:30,63.98,41.49,105.47,Imbalance,Right Gluteus Medius
26/03/2026 00:55:00,44.55,30.0,74.55,Imbalance,Right Gluteus Medius
26/03/2026 00:55:30,62.33,65.58,127.91,Imbalance,Left Tibialis Anterior
26/03/2026 00:56:00,70.53,57.1,127.63,Imbalance,Right Vastus Lateralis
26/03/2026 00:56:30,44.57,44.94,89.51,Balanced,Balanced
26/03/2026 00:57:00,62.38,83.77,146.15,Imbalance,Left Gracilis
26/03/2026 00:57:30,33.83,49.04,82.87,Imbalance,Left Iliopsoas
26/03/2026 00:58:00,61.0,80.18,141.18,Imbalance,Left Semimembranosus
26/03/2026 00:58:30,74.06,66.33,140.39,Imbalance,Right Tibialis Anterior
26/03/2026 00:59:00,32.96,30.0,62.96,Imbalance,Right Vastus Medialis
26/03/2026 00:59:30,87.66,95.0,182.66,Imbalance,Left Vastus Medialis
26/03/2026 01:00:00,85.84,95.0,180.84,Imbalance,Left Peroneus Longus
26/03/2026 01:00:30,74.65,61.48,136.13,Imbalance,Right Vastus Medialis
26/03/2026 01:01:00,75.49,75.12,150.61,Balanced,Balanced
26/03/2026 01:01:30,84.05,95.0,179.05,Imbalance,Left Adductor Longus
26/03/2026 01:02:00,58.46,67.93,126.39,Imbalance,Left Vastus Medialis
26/03/2026 01:02:30,45.5,46.52,92.02,Balanced,Balanced
26/03/2026 01:03:00,44.48,68.43,112.91,Imbalance,Left Iliopsoas
26/03/2026 01:03:30,39.45,30.0,69.45,Imbalance,Right Tensor Fasciae Latae
26/03/2026 01:04:00,88.27,65.9,154.17,Imbalance,Right Gracilis
26/03/2026 01:04:30,72.06,51.09,123.15,Imbalance,Right Gracilis
26/03/2026 01:05:00,33.65,32.16,65.81,Balanced,Balanced
26/03/2026 01:05:30,30.65,48.05,78.7,Imbalance,Left Gluteus Medius
26/03/2026 01:06:00,57.05,64.21,121.26,Imbalance,Left Soleus
26/03/2026 01:06:30,85.33,87.24,172.57,Balanced,Balanced
26/03/2026 01:07:00,68.49,70.29,138.78,Balanced,Balanced
26/03/2026 01:07:30,47.17,37.34,84.51,Imbalance,Right Sartorius
26/03/2026 01:08:00,50.87,30.0,80.87,Imbalance,Right Tensor Fasciae Latae
26/03/2026 01:08:30,78.15,95.0,173.15,Imbalance,Left Adductor Longus
26/03/2026 01:09:00,40.69,52.56,93.25,Imbalance,Left Biceps Femoris
26/03/2026 01:09:30,58.8,81.5,140.3,Imbalance,Left Adductor Magnus
26/03/2026 01:10:00,52.08,74.66,126.74,Imbalance,Left Adductor Magnus
26/03/2026 01:10:30,82.76,62.03,144.79,Imbalance,Right Semimembranosus
26/03/2026 01:11:00,68.5,57.17,125.67,Imbalance,Right Rectus Femoris
26/03/2026 01:11:30,42.99,63.67,106.66,Imbalance,Left Tensor Fasciae Latae
26/03/2026 01:12:00,43.32,36.0,79.32,Imbalance,Right Vastus Medialis
26/03/2026 01:12:30,43.61,47.73,91.34,Imbalance,Left Gastrocnemius
26/03/2026 01:13:00,32.92,30.0,62.92,Imbalance,Right Gluteus Minimus
26/03/2026 01:13:30,88.93,88.4,177.33,Balanced,Balanced
26/03/2026 01:14:00,79.24,64.95,144.19,Imbalance,Right Rectus Femoris
26/03/2026 01:14:30,61.02,60.16,121.18,Balanced,Balanced
26/03/2026 01:15:00,87.13,91.73,178.86,Imbalance,Left Gastrocnemius
26/03/2026 01:15:30,64.0,67.54,131.54,Imbalance,Left Peroneus Longus
26/03/2026 01:16:00,44.2,30.0,74.2,Imbalance,Right Gluteus Maximus
26/03/2026 01:16:30,72.52,85.62,158.14,Imbalance,Left Rectus Femoris
26/03/2026 01:17:00,43.86,42.62,86.48,Balanced,Balanced
